Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,3210 | To improve the condition of the washrooms | 0.5059
,,,,,,"29252 | To provide separate and well-maintained toilets in schools and colleges, ensuring a healthy and dignified environment for students. | 0.9279"
,,,,,,29253 | To construct and maintain separate toilets in schools and colleges | 0.9373
,,,,,,29254 | To improve educational facilities by constructing and maintaining separate toilets in schools and colleges | 0.9298
,,,,,,14937 | To address the lack of toilets in the community by empowering women to take action and work with local government | 0.6502
,,,,,,41337 | To improve restroom facilities in schools by addressing water problems and ensuring proper maintenance | 0.8453
,,,,,,"41361 | To improve the health and well-being of students, especially girls, by ensuring clean and functional toilets in Middle School, Telari | 0.8166"
,,,,,,29251 | To improve school sanitation by constructing and maintaining separate toilets for boys and girls | 0.9131
,,,,,,29131 | To provide separate and well-maintained toilets in schools and colleges | 0.9315
,,,,,,29132 | To improve the sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.9452
,,,,,,"29133 | To provide separate and well-maintained toilets in schools and colleges, addressing the long-standing issue of inadequate sanitation facilities for students. | 0.9233"
,,,,,,29134 | To provide separate toilets for schools and colleges to improve hygiene and sanitation | 0.9533
,,,,,,29255 | To provide separate and well-maintained toilets in schools and colleges | 0.9315
,,,,,,7318 | To improve girls' education by providing better sanitation facilities in the school | 0.7821
,,,,,,"9302 | To improve the school infrastructure by constructing new toilets for girls, addressing the issue of damaged and non-functional toilets, and promoting a healthy and safe learning environment. | 0.851"
,,,,,,3819 | To address the lack of staff for toilet cleaning in the school by discussing the issue with the school teachers | 0.7584
,,,,,,29018 | To provide a functional toilet with a water system for the students | 0.8148
,,,,,,"29019 | To ensure the newly constructed toilet in Mattu Kere has a functional water supply, addressing the hygiene and sanitation needs of the community. | 0.6603"
,,,,,,16137 | To provide clean toilets for children in schools and colleges | 0.9277
,,,,,,16216 | To provide separate and well-maintained toilets in schools and colleges | 0.9315
,,,,,,29338 | To improve education infrastructure by constructing and maintaining separate toilets in schools and colleges | 0.9104
,,,,,,18053 | To improve the school facilities in Lodipur by providing toilet and tap water facilities | 0.739
,,,,,,29118 | To improve the attendance and educational outcomes of girls in schools by providing them with access to sanitary facilities | 0.7298
,,,,,,29256 | To construct and maintain separate toilets in schools and colleges | 0.9373
,,,,,,15984 | To improve the sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.9452
,,,,,,3859 | To improve school sanitation by addressing the lack of toilets and cleanliness due to staff shortage | 0.8645
,,,,,,29122 | To provide separate and well-maintained toilets in schools and colleges | 0.9315
,,,,,,"29123 | To provide separate toilets for students in schools and colleges, improving hygiene and sanitation | 0.9613"
,,,,,,"29125 | To construct and maintain separate toilets in schools and colleges, addressing the lack of proper sanitation facilities for students. | 0.9372"
,,,,,,29126 | To improve school facilities by constructing and maintaining separate toilets | 0.921
,,,,,,29128 | To provide separate toilets in schools and colleges to improve sanitation and hygiene | 0.9581
,,,,,,29334 | To provide separate toilets for students in schools and colleges | 0.9297
,,,,,,29130 | To improve school sanitation by constructing and maintaining separate toilets in schools and colleges | 0.9498
,,,,,,28946 | To improve the attendance of girls in school by providing proper sanitation facilities | 0.78
,,,,,,29246 | To improve the overall learning experience by providing separate toilets in schools and colleges | 0.8956
,,,,,,29249 | To improve school infrastructure by constructing and maintaining separate toilets | 0.9213
,,,,,,29333 | To provide separate toilets in schools and colleges for better sanitation and hygiene | 0.9477
,,,,,,"29336 | To address the lack of separate toilets in schools and colleges, ensuring a healthier environment for students. | 0.9135"
,,,,,,29337 | To improve education infrastructure by addressing the lack of separate toilets in schools and colleges | 0.8913
,,,,,,29339 | To provide separate toilets for students in colleges | 0.8856
,,,,,,29340 | To address the issue of lack of separate toilets in schools and colleges | 0.9048
,,,,,,29342 | To improve sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.9415
,,,,,,29344 | To improve school sanitation by constructing and maintaining separate toilets in schools and colleges | 0.9498
