Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,130,28641 | To help children obtain Aadhaar cards and improve their access to education and other benefits | 0.8113
,,,,,,"29336 | To address the lack of separate toilets in schools and colleges, ensuring a healthier environment for students. | 0.9094"
,,,,,,29337 | To improve education infrastructure by addressing the lack of separate toilets in schools and colleges | 0.8924
,,,,,,29339 | To provide separate toilets for students in colleges | 0.8824
,,,,,,29340 | To address the issue of lack of separate toilets in schools and colleges | 0.9013
,,,,,,29342 | To improve sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.9442
,,,,,,29344 | To improve school sanitation by constructing and maintaining separate toilets in schools and colleges | 0.9501
,,,,,,29345 | To construct and maintain separate toilets in schools and colleges | 0.9358
,,,,,,29346 | To address the issue of separate toilets in schools and colleges | 0.9042
,,,,,,"40161 | The objective of this micro-improvement is to provide a proper toilet facility for the students, which will improve their health and well-being. | 0.7522"
,,,,,,30595 | To improve education in Kamalpura village by addressing the lack of toilets and drinking water in the school | 0.7032
,,,,,,30007 | To solve the toilet problem in school by encouraging villagers to take action | 0.733
,,,,,,"33865 | To improve the education system in Chintavanpur by installing hand pumps, building toilets, and providing good education | 0.6331"
,,,,,,35701 | To improve the educational facilities in Basantpur Patti by providing toilets and hand pumps in the school | 0.664
,Enhancing Rural Education and Community Engagement,"This theme encompasses multifaceted strategies aimed at improving educational access, quality, and relevance within rural contexts. It addresses critical challenges such as infrastructure deficits, teacher shortages, and socio-cultural barriers, while also promoting community involvement and the preservation of local traditions through educational initiatives and recreational activities.","rural education,access to education,teacher development,community engagement,cultural preservation,youth empowerment,infrastructure development",Draft,52,19 | Improve rural school infrastructure | 0.7947
,,,,,,114 | To improve the quality of education in remote areas by addressing the shortage of qualified teachers and inadequate infrastructure | 0.6837
,,,,,,"149 | To address the challenges of teacher shortages, cultural and linguistic barriers, and lack of digital literacy skills in rural schools | 0.7406"
,,,,,,40560 | To improve access to education for children in rural areas | 0.8882
,,,,,,40588 | To improve education in rural areas by encouraging parents to send their children to school | 0.934
,,,,,,5854 | To improve access to education for underprivileged children in rural areas | 0.8447
,,,,,,40676 | To improve education in rural areas by raising awareness about its importance and enrolling children in schools | 0.9205
,,,,,,40679 | To educate rural children about science and its importance | 0.7563
,,,,,,40681 | To revive rural games in Tumbakere Graama by educating children and parents about their importance and benefits | 0.7105
,,,,,,40683 | To promote rural development by empowering youth through sports and encouraging their participation in community activities | 0.6913
,,,,,,"40719 | To revive and promote rural games like Halumane Guli among children, bridging the gap between elders and younger generations | 0.5611"
,,,,,,40814 | To strengthen village unity and promote traditional games among children by organizing a Lagori competition | 0.5414
,,,,,,40930 | To empower rural communities through education and raise awareness about its importance | 0.8328
,,,,,,10897 | To improve education in rural areas by encouraging parents to send their children to school and providing support to students | 0.9175
,,,,,,41160 | To create awareness about rural games among children | 0.6733
,,,,,,5558 | To increase awareness about the importance of education in rural areas and encourage guardians to send their children to school | 0.8893
,,,,,,41264 | To educate children in rural areas and empower them to improve their lives | 0.8912
,,,,,,41269 | To improve education in rural areas by increasing interest and enrollment in schools | 0.8573
,,,,,,40544 | To improve education in rural areas by convincing parents to send their children to school | 0.934
,,,,,,40556 | To educate rural children about nursery rhymes and concentration activities | 0.6844
,,,,,,41440 | To improve education in rural areas by raising awareness and supporting families | 0.8876
,,,,,,41526 | To improve education in rural areas by encouraging parents to pursue learning and ensuring children attend school on time | 0.9169
,,,,,,22014 | To provide proper coaching to rural government school children and help them become winners in sports competitions | 0.6974
,,,,,,4945 | To empower rural children through education by addressing the issue of child labor and lack of access to quality education | 0.8426
,,,,,,4931 | To improve education in rural areas by addressing the lack of specialized teachers and encouraging children to attend school | 0.9174
,,,,,,28723 | To improve education in rural areas by raising awareness about its importance and engaging children in educational activities | 0.9001
,,,,,,18928 | To educate rural communities about the importance of education and encourage them to send their children to school | 0.9233
,,,,,,5518 | To improve education in rural areas by addressing the financial constraints of parents and encouraging children to pursue higher education | 0.8171
,,,,,,5838 | To improve education in rural areas by increasing awareness and accessibility | 0.8191
,,,,,,6527 | To improve education in rural areas by setting up Education Chaupal and encouraging parents to send their children to school | 0.9102
,,,,,,11020 | To improve education in rural areas by increasing awareness and encouraging parents to send their children to school | 0.9474
,,,,,,11406 | To improve education in rural areas by promoting community involvement and support | 0.8545
,,,,,,10875 | To improve education in rural areas by engaging the community and providing resources for children to learn and play | 0.904
,,,,,,5651 | To increase access to education for underprivileged children in rural areas by addressing the issue of distance and lack of awareness among parents. | 0.7964
,,,,,,3855 | To improve the quality of education in rural areas by addressing the shortage of quality teachers | 0.7701
,,,,,,4115 | To improve the quality of education in rural areas by encouraging parents to send their children to school and creating a separate education system for children | 0.9259
